first_name,last_name,date_of_birth,offence_date,lat,long
Cathern,Ungar,2001-08-21,2020-05-05,51.55230294932935,-0.2532005199313775
Lilli,Cureau,1999-11-12,2020-01-14,51.54255564179618,-0.17559581697815102
Lenny,Gazzola,2009-10-10,2020-07-17,51.52495213340892,-0.1750923298011507
Gabriele,Geschke,2006-02-19,2020-10-26,51.55505054352425,-0.14149250214776984
Laila,Fend,2009-02-07,2020-05-13,51.53824359536622,-0.1837634418674715
Veronica,Mcclodden,1998-05-19,2020-01-27,51.63111190350935,0.004543015784507021
Ona,Bowhall,2007-10-20,2020-05-14,51.545390972288786,-0.16248342389973305
German,Meyerhoff,2009-08-15,2020-04-21,51.55063381280952,-0.1361450600109051
Cornell,Mccrossin,2005-09-12,2020-12-04,51.543664187873866,-0.1573273395048244
Rueben,Gastellum,2006-02-12,2020-12-16,51.55075135283248,-0.1621372868362559
Melissia,Slotemaker,2003-03-22,2020-08-21,51.53523802015935,-0.139567520012319
Geraldo,Okoren,2005-11-06,2020-03-28,51.55767657650271,-0.17599492646407586
Leigha,Semenza,2006-02-25,2020-11-27,51.54778170054785,-0.010377349360181802
Lewis,Mellom,2002-12-27,2020-01-01,51.580963502336104,-0.23435773574877178
Marsha,Tarry,2005-08-06,2020-01-25,51.557142083564656,-0.24960142963188336
Kami,Ferre,2003-12-31,2020-03-04,51.548755735069896,-0.13241533829906532
Naomi,Lavezzo,2003-03-20,2020-06-19,41.35385423571025,-72.14104846565762
In,Muns,2007-09-22,2020-08-29,51.53691385546332,-0.18514572373215873
Doug,Lucore,2007-10-17,2020-06-19,51.55299315692594,-0.25460897427686396
Marisha,Wilcoxon,2008-09-24,2020-11-13,51.56768032480274,-0.21802695006374592
Kenny,Lin,2006-12-02,2020-02-13,51.590073669329165,-0.2259172724940361
Kandis,Alsbury,2004-01-26,2020-12-24,51.533933240886945,-0.14484629938326962
Elsa,Delisle,2008-12-12,2020-04-17,51.54322045311269,-0.16466312055096377
Tijuana,Machalek,2006-10-27,2020-03-21,51.54035461442326,-0.26189215506096375
Lemuel,Allis,2007-09-14,2020-10-23,51.457604034097,-0.2915860504733828
Brynn,Capra,2001-02-11,2020-08-02,51.54015919405454,-0.1627726564117264
Sherron,Knodel,2008-04-04,2020-08-20,51.53928273377498,-0.14100093072319791
Dortha,Yaccarino,2010-12-06,2020-03-08,51.55558057853858,-0.16707537771001105
Aretha,Bowling,2005-09-16,2020-10-31,51.526426688609625,-0.16415368735461086
Remedios,Arlinghaus,1995-04-06,2020-08-18,51.565448940269334,-0.21390289126542916
Nathan,Outhouse,1994-04-25,2020-10-30,51.54805061031393,-0.2534347091302118
Nettie,Aldaco,2007-03-22,2020-03-18,51.577673382771906,-0.2093977762374252
Cornell,Mccrossin,2005-09-12,2020-12-11,51.543664187873866,-0.1573273395048244
Augustine,Growcock,2008-08-13,2020-02-24,51.52935869674202,-0.22074040013172053
Almeta,Keehner,2006-08-25,2020-12-09,51.54722931497657,-0.19538868597808506
Leota,Fletchen,2010-10-29,2020-12-31,51.57550333425043,-0.2378451872185393
Rodolfo,Scavuzzo,2006-07-18,2020-06-07,51.56440786676448,-0.27397600252325777
Hobert,Panfilov,2003-04-13,2020-08-26,51.53184949085192,-0.28845995003136926
Marisha,Wilcoxon,2008-09-24,2020-11-11,51.56768032480274,-0.21802695006374592
Alexia,Meenan,2009-06-25,2020-06-30,51.549928658977116,-0.18904076874541237
Tina,Clapham,1998-10-31,2020-10-21,51.54634258639177,-0.13161677927042295
Zachary,Freeburger,2002-09-14,2020-12-18,51.571532014666474,-0.26864208832406233
Owen,Jentzen,2003-06-19,2020-09-05,51.54225577934128,-0.2318054415801407
Denny,Casalenda,2006-06-29,2020-11-21,51.55590344033959,-0.2126912709615778
Svetlana,Tauras,2002-06-02,2020-04-21,51.58487315389197,-0.19169968678814833
Elbert,Fiorino,2007-06-02,2020-08-11,51.567108713741,-0.1816672317065285
Carisa,Degenhardt,2006-10-27,2020-07-22,51.615561401712306,-0.2453680623916192
Cathern,Ungar,2001-08-21,2020-04-22,51.55230294932935,-0.2532005199313775
Alyce,Flamino,2009-10-14,2020-07-16,51.570884660723436,-0.19485090608499256
Gene,Bleile,2007-09-09,2020-04-15,51.578953418534795,-0.18818696884327435
Audrie,Danaher,1999-02-15,2020-09-25,51.53413602388569,-0.2331490712620193
Elden,Mercik,2010-02-12,2020-05-14,51.60631584897794,-0.2137511424871381
Glory,Ona,2003-05-30,2020-11-30,51.54679853271732,-0.2203859222660532
Dannie,Brau,2010-07-25,2020-03-22,51.57852575246776,-0.20292328954762692
Milly,Savidge,2002-09-26,2020-01-27,51.532715073849936,-0.14184158200404437
Han,Dzledzic,2010-06-12,2020-01-25,51.55117782600034,-0.17268358520680335
Lili,Imondi,2005-02-03,2020-03-15,51.53075924030471,-0.22392026992039682
Veronica,Mcclodden,1998-05-19,2020-01-28,51.63111190350935,0.004543015784507021
Quiana,Scarsella,2006-05-31,2020-02-23,51.59606735364862,-0.2812068073381796
Coleen,Langer,2006-06-30,2020-09-04,51.530249308088,-0.17419551196446031
Kyoko,Mcmillian,2003-05-10,2020-12-03,51.55442739308704,-0.16536728679653342
Margot,Peay,2005-04-07,2020-03-19,51.58448323457342,-0.25944421813672636
Flo,Bardsley,2001-08-28,2020-11-05,51.58518883726151,-0.21235540558948895
Craig,Cua,2007-12-01,2020-05-09,51.57785723716728,-0.2688193856887133
Bobbie,Guillereault,2003-01-20,2020-07-23,51.54507337657805,-0.17093988329987833
Giuseppe,Rohaley,2009-12-22,2020-03-23,51.546749495545384,-0.18424296618786434
Rosendo,Ratel,2008-01-15,2020-02-05,51.612535042960864,-0.2069515999604957
Pearly,Ero,2008-10-24,2020-02-09,51.54151050345978,-0.27059896787484894
Gerald,Drozdenko,2009-03-17,2020-05-07,51.54578936232023,-0.26518865966994093
Stevie,Stifflemire,2002-05-06,2020-03-13,51.59502031440314,-0.2711400580188332
Letha,Akey,2004-05-10,2020-12-27,51.58763082382673,-0.19813382700172366
Jacquelyne,Reibman,1998-08-20,2020-10-08,51.5543142420549,-0.24913199759134588
Rusty,Adelsperger,1999-09-10,2020-04-01,51.56205444964534,-0.20405820675057756
Luke,Crete,2007-09-26,2020-09-26,51.5375710504567,-0.19575774896060558
Vicky,Schellenberge,2004-08-01,2020-01-16,51.54801633541791,-0.15192528105926278
Horace,Knapp,2002-02-24,2020-07-21,51.58651849362916,-0.2281285472229748
Launa,Torez,2004-04-12,2020-03-27,51.540572561873155,-0.16930896642642354
Chantay,Kamens,2007-03-22,2020-10-17,51.55199141015577,-0.19068147201891053
Carline,Bulcao,2010-12-30,2020-11-02,51.57839004444064,-0.2658730108496242
Avery,Veit,2003-02-03,2020-06-08,51.55642551886125,-0.1725774396425589
Dacia,Swaisgood,1999-01-20,2020-02-08,51.54151746475335,-0.23539907296910503
Geraldo,Okoren,2005-11-06,2020-03-24,51.55767657650271,-0.17599492646407586
Walton,Yuki,1997-06-10,2020-09-18,51.536039077760364,-0.23790345872214946
Shannon,Kobayashi,1988-03-12,2020-04-25,51.53656730167696,-0.27962483919789455
Ivory,Lohrenz,2007-07-17,2020-05-07,51.52812426606482,0.008484249688118431
Destiny,Madlem,2003-05-25,2020-01-25,51.460072348639585,-0.2914306865551739
Dewitt,Julio,2005-06-22,2020-05-31,51.552336816781185,-0.26443259034893357
Mira,Alpheaus,2006-07-12,2020-03-06,51.613710716000504,-0.2144117517144749
Carline,Bulcao,2010-12-30,2020-11-15,51.57839004444064,-0.2658730108496242
Antonio,Villamarin,2006-08-22,2020-06-23,51.52992887527862,-0.19686323778230413
Allene,Burau,2003-05-08,2020-02-03,51.59157569096139,-0.2202229021557717
Aleta,Ligons,2005-09-06,2020-07-19,51.610122701389585,-0.24538985253068848
Rebbeca,Rubinstein,2008-04-24,2020-11-24,51.53964008379682,-0.18016292254951147
Celestina,Keeny,2000-03-05,2020-12-29,51.56669965068095,-0.24260868574838929
Kina,Saltman,2005-07-22,2020-05-18,51.62767494314782,0.005607635451208229
Edgar,Kanne,2004-06-14,2020-09-10,51.52137986277039,0.19197885307781945
Rosita,Ausdemore,2006-12-15,2020-09-01,51.600364336833664,-0.25055076297839823
Stefania,Weatherwax,2010-07-22,2020-05-21,51.5358245677154,-0.18376248530873637
Hyun,Erdman,2008-05-27,2020-02-20,51.53756394155349,-0.2532785498572086
Carmen,Gillham,2007-06-19,2020-05-09,51.542030081567106,-0.1411440357753295
Jody,Klitzing,2008-01-19,2020-10-15,51.539711523168585,-0.14020598269957388
Pedro,Aschoff,2006-10-07,2020-07-04,51.60980389671731,-0.24058174498874974
Vannessa,Land,2007-12-13,2020-08-18,41.357948235709344,-71.95997471939621
Paola,Dease,2009-02-12,2020-01-18,51.55186876404608,-0.1949906154121318
Giuseppe,Rohaley,2009-12-22,2020-04-07,51.546749495545384,-0.18424296618786434
Juan,Vanwyhe,2000-01-23,2020-02-07,51.54900774438614,-0.1328335226624641
Timmy,Lintner,2006-03-22,2020-12-03,51.59527004800498,-0.2505925432035661
Elroy,Piehler,2003-09-11,2020-05-21,51.631342500591856,0.006420101345147945
Krystina,Schlabaugh,2007-09-10,2020-12-23,51.580109394235265,-0.2371266533227075
Hubert,Mias,2010-11-27,2020-05-27,51.536382744311645,-0.1828183040854707
Ronnie,Brigman,2005-05-07,2020-07-29,51.56087056647474,-0.23579061626632433
Huey,Stancil,1998-05-23,2020-08-18,51.59986340288377,-0.25528486725835464
Juan,Vanwyhe,2000-01-23,2020-02-05,51.54900774438614,-0.1328335226624641
Olen,Ailey,2009-10-06,2020-07-09,51.537382799285695,-0.17580691636926038
Linwood,Rosenlof,2000-06-30,2020-07-25,51.58570284018064,-0.1865406380104833
Billy,Venus,2001-11-25,2020-12-16,51.54269160096439,-0.2228095576584999
Pok,Molaison,2002-05-04,2020-04-17,51.559210607684626,-0.20514988191696187
Dudley,Dibartolo,1982-06-25,2020-09-14,51.5517882945827,-0.14184373779745732
Chery,Wiederin,2001-07-30,2020-06-15,51.56031987749214,-0.19413768041545323
Letha,Akey,2004-05-10,2020-12-16,51.58763082382673,-0.19813382700172366
Alaine,Raterman,2006-12-11,2020-03-27,51.57575882350306,-0.2048405159370872
Ty,Feeback,2008-12-14,2020-10-23,51.53440325957179,-0.2542550251754517
Evangelina,Gius,2003-07-03,2020-06-07,51.62307932409697,-0.2600758511248385
Peggy,Khov,2002-01-03,2020-05-30,51.530173055919676,-0.22450736439744035
Alise,Packebush,2007-02-14,2020-11-20,51.62927909462985,0.006534274654648312
Letha,Akey,2004-05-10,2020-12-24,51.58763082382673,-0.19813382700172366
King,Vanacore,2005-10-03,2020-09-19,41.52924713954033,-72.07272306522344
Phillip,Aloi,2003-12-24,2020-01-13,51.547770211899056,-0.2620882813185666
Janet,Steimer,2003-04-11,2020-01-21,51.56321356568265,-0.17588929368758155
Lisandra,Stueber,2008-05-13,2020-12-20,51.566965022442226,-0.2421800912311681
Christoper,Sheneman,2008-05-19,2020-05-25,51.544990394796784,-0.1320159887921327
Chantell,Besong,2009-01-15,2020-08-11,51.54590333324191,-0.13551449863673265
Alyssa,Ansbro,1998-07-26,2020-04-21,51.55352469958206,-0.17807237639691287
Chan,Loftin,2004-07-06,2020-09-10,51.58504360724762,-0.19498464854939318
Alyce,Flamino,2009-10-14,2020-06-18,51.570884660723436,-0.19485090608499256
Elliott,Kins,2006-08-18,2020-10-24,51.51899721329157,-0.1444209714052163
Letha,Akey,2004-05-10,2020-12-23,51.58763082382673,-0.19813382700172366
Theron,Merriam,1999-05-30,2020-12-03,51.56982833102663,-0.2642106321192522
Rusty,Adelsperger,1999-09-10,2020-03-20,51.56205444964534,-0.20405820675057756
Evette,Mazierski,2005-01-23,2020-11-03,51.56643558355259,-0.24455790972627664
Lelia,Filion,2004-07-26,2020-02-14,51.57431819887555,-0.25743988415306307
Tyisha,Veness,2006-08-20,2020-04-21,51.610864729055784,-0.2188500116822564
Earnestine,Casper,2007-10-17,2020-10-03,51.57187172208125,-0.21200978504112952
Emilio,Withers,2007-10-10,2020-09-26,51.55889812190914,-0.22024327123364573
Margarita,Orloski,2004-08-14,2020-10-11,51.56292907787174,-0.2319705865933832
Dong,Kopczynski,1998-04-10,2020-09-23,41.35804186026943,-71.96069219178848
Nathan,Outhouse,1994-04-25,2020-11-10,51.54805061031393,-0.2534347091302118
Terry,Gauthier,2004-02-25,2020-03-07,51.58797783464142,-0.2165029640656144
Frankie,Marruffo,2007-12-03,2020-11-22,51.57453783657175,-0.2530724097145956
Viki,Humeniuk,2004-08-16,2020-12-08,51.595820896311004,-0.255974594847685
Mozell,Westad,2005-12-18,2020-12-17,51.546834969786644,-0.24139779124930363
Evette,Mazierski,2005-01-23,2020-10-25,51.56643558355259,-0.24455790972627664
Elmira,Ringlein,2007-11-02,2020-07-13,51.58453461674239,-0.19655642298319184
Monroe,Damato,2005-08-13,2020-07-30,51.62746570681782,0.0021529853867815266
Dwight,Belyea,2004-09-06,2020-05-11,51.577419052713985,-0.2043322393593996
Delpha,Detamore,2002-12-05,2020-07-17,51.537936318216175,-0.22740668780220652
Latia,Cos,2008-10-25,2020-10-18,51.57808070952198,-0.19783941888067985
Ayesha,Moeder,2008-03-21,2020-11-06,51.53581769929144,-0.2378114745794288
Mignon,Luger,2000-02-02,2020-09-10,51.554763879734026,-0.24973260438461026
Larue,Ocacio,2009-05-18,2020-06-07,51.55100585855962,-0.2188101533145409
Isabella,Piatkowski,2008-10-17,2020-02-11,51.550201084466565,-0.13669428170839787
Cheryll,Yurich,2002-09-20,2020-09-15,51.58620946218971,-0.21037807736145644
Santos,Signore,1992-12-01,2020-03-04,51.55945630576648,-0.17898204101786125
Rusty,Adelsperger,1999-09-10,2020-04-01,51.56205444964534,-0.20405820675057756
Domonique,Sandlin,2006-02-18,2020-04-23,51.55505016618815,-0.21359260987560605
Lynna,Breheny,2004-10-13,2020-02-13,51.58329369530722,-0.2142603683271737
Carolynn,Atkison,2009-09-28,2020-09-17,51.57935957123856,-0.2046468028575094
Tony,Diazdeleon,2009-08-19,2020-05-14,51.550273001835805,-0.23526779197541037
Carey,Marchetta,2005-08-22,2020-10-30,51.58269638390547,-0.20399777249756462
Kip,Turziano,2006-05-19,2020-08-20,51.54527980791907,-0.009163706090310409
Lino,Sutulovich,2008-11-02,2020-10-03,51.541415059489665,-0.17576380729948585
Pura,Manciel,2001-06-11,2020-03-19,51.59329473350107,-0.25509910558114407
Shaunna,Rodamis,2003-05-30,2020-06-25,51.591423022298805,-0.21695802889984558
Odette,Moussette,2006-05-05,2020-06-26,51.531013768417836,-0.21319770859754397
Glory,Ona,2003-05-30,2020-11-29,51.54679853271732,-0.2203859222660532
Craig,Cua,2007-12-01,2020-04-14,51.57785723716728,-0.2688193856887133
Telma,Maraia,2005-03-20,2020-08-10,51.58992941746636,-0.2504799990091454
Latosha,Alexy,2003-09-12,2020-11-19,51.538337004662175,-0.22975569614182442
Chana,Perera,2008-07-06,2020-06-05,51.539726027000015,-0.22176724873414236
Velda,Mancilla,2004-06-07,2020-05-07,51.57258831103863,-0.23318757596769382
Pilar,Seelig,1997-12-13,2020-12-08,41.533622464379974,-72.07282176834353
Octavio,Salvadore,2004-11-22,2020-08-18,51.58368299022713,-0.192437068330705
King,Vanacore,2005-10-03,2020-10-09,41.52924713954033,-72.07272306522344
Elenore,Gomoran,2007-01-20,2020-04-15,51.53860432901769,-0.19028601355168356
Meghan,Riherd,2005-11-14,2020-08-24,51.552528659869225,-0.15473313734015032
Anika,Marse,1994-07-04,2020-07-04,41.31423253040603,-72.3307875929523
Adelle,Schantini,2003-08-10,2020-09-27,51.568026782567856,-0.2677823577610612
Cruz,Fanelli,2006-01-31,2020-02-18,51.52733873940099,-0.14270156982003218
Rebbeca,Rubinstein,2008-04-24,2020-11-13,51.53964008379682,-0.18016292254951147
Dominic,Washmuth,2006-03-27,2020-09-14,51.58671867053784,-0.2615189855908161
Abraham,Cratch,1998-11-24,2020-02-12,51.57289524208122,-0.26542598388511274
Fallon,Kerfoot,2003-05-23,2020-07-31,51.56776378890182,-0.25653299335765983
Wei,Nobel,2008-09-06,2020-07-28,51.53978893530666,-0.22832486120911183
Stefania,Leadbeater,2005-06-05,2020-01-29,51.62691201221961,-0.24066150551926732
Ivory,Lohrenz,2007-07-17,2020-05-08,51.52812426606482,0.008484249688118431
Joaquin,Hysom,2005-07-24,2020-09-12,51.54639009156937,-0.24321822491971562
Meghan,Riherd,2005-11-14,2020-08-16,51.552528659869225,-0.15473313734015032
Sheridan,Mckenize,1999-05-17,2020-07-20,51.61205771149451,-0.24484392030449562
Aleisha,Lemm,2006-05-16,2020-12-18,51.5555087523831,-0.21639729892284706
Tatum,Parks,2001-03-28,2020-02-10,51.5381650324311,-0.16100167153802475
Shayne,Mordhorst,2001-08-18,2020-10-24,51.58693142830997,-0.18962254008988028
Sean,Schurman,2003-11-12,2020-04-06,51.568021854286684,-0.21704751712201753
Laila,Fend,2009-02-07,2020-05-05,51.53824359536622,-0.1837634418674715
Almeta,Keehner,2006-08-25,2020-12-03,51.54722931497657,-0.19538868597808506
Brianne,Matsumura,2003-10-08,2020-11-02,51.58723451474837,-0.24642283558639416
Jules,Hiltner,2000-02-21,2020-12-01,51.58814553779052,-0.26292697250402197
Carline,Bulcao,2010-12-30,2020-11-23,51.57839004444064,-0.2658730108496242
Mee,Lapinski,2010-09-06,2020-07-30,41.358398682100336,-72.05025110573696
Larue,Ocacio,2009-05-18,2020-05-20,51.55100585855962,-0.2188101533145409
Ulysses,Mcwalters,2004-12-17,2020-05-19,51.544447817402734,-0.23331283307315423
Cherelle,Sorrel,2010-04-14,2020-02-29,51.53407660126316,-0.18434884589756162
Daryl,Hilcher,2006-06-13,2020-10-20,51.544672710085145,-0.17721100965728515
Charlesetta,Erm,2008-10-18,2020-06-02,51.54834313543435,-0.13154448009869374
Dong,Kopczynski,1998-04-10,2020-09-10,41.35804186026943,-71.96069219178848
Eva,Joulwan,2005-03-21,2020-12-20,51.55159043195885,-0.15256305622019953
Flo,Bardsley,2001-08-28,2020-11-15,51.58518883726151,-0.21235540558948895
Carrol,Kunimitsu,2007-07-11,2020-08-03,51.56105804406754,-0.20077058820258256
Pilar,Seelig,1997-12-13,2020-12-09,41.533622464379974,-72.07282176834353
Brittani,Thurm,2006-02-10,2020-10-27,51.58606615854613,-0.25072628048574574
Veronica,Mcclodden,1998-05-19,2020-01-22,51.63111190350935,0.004543015784507021
Ashlee,Beyl,1998-02-14,2020-03-14,51.59797787442244,-0.2148852561725496
Tony,Diazdeleon,2009-08-19,2020-05-08,51.550273001835805,-0.23526779197541037
Lashawn,Ker,2010-05-11,2020-04-05,51.53655742544001,-0.24522916741163328
Reynalda,Vanhooser,2006-07-26,2020-06-06,51.549864367293225,-0.14953451583749316
Brittani,Thurm,2006-02-10,2020-10-18,51.58606615854613,-0.25072628048574574
German,Zelaya,2005-10-15,2020-06-27,51.61431416375468,-0.2454942828277926
Altha,Tischner,2002-08-23,2020-06-20,51.53608939395227,-0.24696498403093045
Hyun,Erdman,2008-05-27,2020-02-13,51.53756394155349,-0.2532785498572086
Margret,Alcazar,2007-05-19,2020-07-20,51.52110760752165,-0.165803499760973
Mohammad,Poitra,2001-03-19,2020-03-21,51.53298882726338,-0.22221534367607906
Carolann,Gross,2008-10-07,2020-09-28,51.56584296712817,-0.27521098256172527
Tu,Rivet,2004-04-22,2020-10-03,51.534347007716136,-0.24201514647640326
Nina,Yaklin,2008-06-29,2020-09-14,51.55232160306991,-0.1887879506351134
Jeff,Brossoit,2008-01-21,2020-07-26,41.53096289964827,-72.07292303935071
Ciara,Cobbley,2008-09-10,2020-09-15,51.541858153279456,-0.13800054542486456
Laila,Fend,2009-02-07,2020-05-14,51.53824359536622,-0.1837634418674715
Bonita,Sandblom,2001-06-18,2020-11-04,51.555317448679496,-0.2531132012821294
Whitney,Goossen,2000-09-18,2020-05-05,51.44014960048182,-0.05536954904280943
Rosalia,Ziv,2007-12-29,2020-06-27,51.53066756753414,-0.22305699843040755
Felice,Gone,1997-11-05,2020-05-23,51.58763056870043,-0.21244920405517154
Amina,Goulbourne,2003-12-13,2020-11-19,51.53207756470187,-0.25323422490312775
Casey,Dondero,1999-10-26,2020-08-20,51.54261363762627,-0.17052898884074622
Francisca,Shuhi,2002-01-16,2020-10-13,41.5284100293595,-72.07275972174229
Lamar,Suite,2000-07-21,2020-04-16,51.58198537186844,-0.25252309328699596
Gilberto,Erixon,1996-12-27,2020-04-02,51.608260469174624,-0.23918977658369586
Merilyn,Scurci,2006-01-02,2020-08-10,51.53460617196065,-0.18526131151869005
Lovetta,Study,2011-10-23,2020-03-26,51.579973286623904,-0.19156820553085677
Dong,Kopczynski,1998-04-10,2020-09-02,41.35804186026943,-71.96069219178848
Kara,Jaquish,2010-01-03,2020-08-27,51.56320519695753,-0.2547850465950322
Nada,Arey,1999-08-04,2020-08-20,51.5790141423192,-0.21208443281278241
Beula,Lingo,2005-08-28,2020-05-15,51.53617283314141,-0.18401867447401507
German,Zelaya,2005-10-15,2020-07-02,51.61431416375468,-0.2454942828277926
Berry,Gutoski,2004-08-13,2020-11-25,51.54538920143748,-0.1461214637986094
Beula,Lingo,2005-08-28,2020-05-09,51.53617283314141,-0.18401867447401507
Laura,Gumaer,2006-12-03,2020-08-25,51.558757213798636,-0.22363346100448417
Ulysses,Mcwalters,2004-12-17,2020-05-11,51.544447817402734,-0.23331283307315423
Wilda,Brigham,1996-12-08,2020-05-07,51.53669856938638,-0.1955113220771703
Naomi,Lavezzo,2003-03-20,2020-05-31,41.35385423571025,-72.14104846565762
Monroe,Damato,2005-08-13,2020-08-10,51.62746570681782,0.0021529853867815266
Alton,Rampy,2007-09-13,2020-05-11,51.547057895684695,-0.17527073781972502
Jestine,Driscol,2009-06-05,2020-09-05,51.62087771095369,-0.17801518452036277
Jacki,Sterback,2006-12-21,2020-04-19,51.579592318497724,-0.23505190768521192
Martin,Fonua,2003-12-13,2020-05-11,51.53423024887327,-0.22879275863652196
Elsa,Delisle,2008-12-12,2020-04-17,51.54322045311269,-0.16466312055096377
Leeann,Flory,1999-09-03,2020-03-09,51.519618021981046,-0.16929214103197754
Vivienne,Torrain,2002-07-01,2020-08-04,51.5746370072367,-0.21623561046998485
Jordan,Handsaker,2002-03-16,2020-07-13,51.53886670281606,-0.16242561161100527
Lennie,Asley,2005-01-31,2020-01-01,51.53589128602621,-0.18542312047597723
Sueann,Mandril,2008-05-21,2020-05-03,51.55094871865537,-0.19439879198901974
Rashida,Vera,2008-07-28,2020-05-19,51.5344879425203,-0.20348860071100533
Edward,Strejan,2010-01-21,2020-09-24,51.58087127955256,-0.23089607010492658
Kina,Saltman,2005-07-22,2020-05-01,51.62767494314782,0.005607635451208229
Mila,Figuera,2006-09-10,2020-07-13,51.578309812572925,-0.21255993791472932
Lennie,Asley,2005-01-31,2020-01-25,51.53589128602621,-0.18542312047597723
Jody,Klitzing,2008-01-19,2020-09-25,51.539711523168585,-0.14020598269957388
Eleni,Vanscoik,2008-12-16,2020-05-15,51.56695510152194,-0.2107549674481012
Kattie,Ozane,2011-05-22,2020-03-18,51.5578713643801,-0.14026371880739955
Monroe,Damato,2005-08-13,2020-08-07,51.62746570681782,0.0021529853867815266
Gaston,Szumski,2008-09-25,2020-08-27,51.61260420398855,-0.26001977156906136
Olene,Skubis,2007-03-06,2020-01-03,51.613888652869456,-0.2495546209100267
Royce,Saik,2007-01-13,2020-01-24,51.552418861456246,-0.15582088132907312
Cristen,Nesset,2001-03-05,2020-04-23,51.57677224627553,-0.24383917307862552
Wendell,Rubano,2006-09-29,2020-10-11,51.58558290541969,-0.2589428547507934
Dominga,Whitrock,2004-02-27,2020-12-23,51.54156650070818,-0.22517592896426952
